budget,days,interest,travel_type,transport_mode,route_category,recommended_route
29257,4,nature,friends,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
323270,6,luxury,family,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
263165,5,luxury,couple,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
153319,8,adventure,couple,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
180685,5,beach,couple,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
261253,9,luxury,family,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
14331,1,relax,friends,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
60978,4,nature,family,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
57323,5,family,couple,car,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
156949,4,adventure,family,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
45784,6,nature,friends,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
55594,8,wildlife,family,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
154041,4,cultural,friends,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
90523,4,cultural,friends,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
59606,7,wildlife,couple,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
134777,8,wildlife,family,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
62318,7,beach,friends,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
57676,4,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
58785,5,cultural,couple,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
175296,6,adventure,family,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
242339,5,luxury,friends,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
167587,6,beach,family,bus,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
155953,5,beach,couple,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
112908,5,cultural,solo,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
168637,5,cultural,solo,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
42827,3,relax,couple,car,Weekend_Getaway,Colombo -> Ella -> Colombo
30194,2,relax,solo,car,Weekend_Getaway,Colombo -> Ella -> Colombo
179399,8,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
119387,8,cultural,family,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
285465,9,luxury,solo,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
181586,8,nature,family,van,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
77457,7,beach,friends,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
73170,4,adventure,family,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
175071,3,beach,friends,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
94963,4,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
142714,7,adventure,couple,bus,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
57409,5,family,family,bike,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
184849,3,wildlife,family,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
193744,7,luxury,couple,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
68010,4,nature,solo,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
121740,8,cultural,solo,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
121482,6,nature,friends,bike,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
59946,7,beach,family,van,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
146030,4,family,solo,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
160017,7,wildlife,solo,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
111722,7,family,family,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
44854,1,relax,solo,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
36085,3,nature,couple,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
72910,8,family,family,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
32744,5,nature,friends,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
11872,2,relax,solo,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
144443,8,nature,solo,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
58308,5,nature,solo,car,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
145295,4,adventure,solo,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
136627,5,wildlife,solo,bus,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
70066,5,adventure,couple,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
212375,6,luxury,family,bus,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
24135,1,relax,friends,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
68280,7,cultural,solo,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
64551,3,nature,friends,car,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
143940,8,family,couple,bus,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
39114,1,relax,family,van,Weekend_Getaway,Colombo -> Ella -> Colombo
124179,3,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
69979,8,beach,solo,car,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
110856,7,cultural,solo,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
166768,4,adventure,friends,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
61979,5,cultural,friends,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
68335,7,wildlife,friends,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
38703,3,nature,solo,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
31107,3,relax,solo,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
72275,5,nature,couple,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
55925,6,nature,solo,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
50155,3,nature,solo,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
51070,3,nature,family,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
130813,6,wildlife,family,van,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
60834,6,cultural,couple,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
154683,7,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
171912,4,cultural,couple,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
97068,5,nature,friends,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
91440,8,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
45292,5,nature,couple,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
75931,3,cultural,couple,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
48846,3,wildlife,couple,car,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
87660,5,cultural,family,bike,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
137400,6,nature,couple,bike,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
149698,4,beach,family,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
32708,5,nature,couple,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
38647,5,nature,friends,bike,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
19866,1,relax,family,car,Weekend_Getaway,Colombo -> Ella -> Colombo
132250,7,beach,friends,bus,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
41703,4,nature,friends,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
214761,5,luxury,solo,bike,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
141669,5,wildlife,family,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
61580,4,cultural,solo,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
67905,8,beach,family,van,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
28105,1,relax,couple,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
60859,6,nature,couple,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
359559,7,luxury,friends,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
27391,1,relax,solo,bike,Weekend_Getaway,Colombo -> Ella -> Colombo
68522,5,family,solo,car,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
124632,3,family,couple,van,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
53973,6,nature,family,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
75467,6,cultural,family,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
145476,7,wildlife,family,bike,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
68073,6,nature,family,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
137218,8,beach,solo,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
132426,5,nature,friends,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
161511,5,beach,couple,bike,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
37343,1,relax,couple,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
42729,1,relax,friends,bike,Weekend_Getaway,Colombo -> Galle -> Colombo
69251,7,wildlife,friends,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
153714,6,nature,solo,van,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
60020,5,nature,family,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
366151,6,luxury,family,bus,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
94752,6,cultural,solo,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
153239,5,adventure,solo,van,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
140323,3,adventure,friends,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
67127,3,nature,friends,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
176061,3,adventure,couple,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
34549,4,nature,solo,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
138080,4,cultural,couple,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
139757,4,family,friends,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
158564,8,beach,family,bus,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
116889,5,cultural,solo,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
72059,8,family,friends,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
104908,5,wildlife,family,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
70066,4,family,couple,car,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
89995,7,wildlife,solo,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
101323,4,beach,couple,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
119182,6,beach,solo,bus,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
176790,4,beach,friends,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
122813,4,cultural,solo,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
142655,7,nature,family,bike,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
106065,8,cultural,family,car,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
138715,8,beach,friends,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
68097,4,family,family,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
164128,8,wildlife,solo,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
121634,7,beach,couple,car,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
26187,6,nature,solo,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
68343,8,cultural,solo,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
131810,4,adventure,friends,bike,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
269026,6,luxury,family,bike,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
76640,3,wildlife,family,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
149291,8,beach,couple,car,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
33556,6,nature,couple,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
41029,2,relax,family,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
120040,6,cultural,solo,car,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
28782,3,nature,couple,car,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
137515,7,cultural,family,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
72017,4,cultural,family,van,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
45290,3,nature,solo,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
127108,8,cultural,family,bus,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
259750,5,luxury,friends,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
145894,8,cultural,solo,bike,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
124965,4,adventure,couple,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
23547,1,relax,friends,car,Weekend_Getaway,Colombo -> Kandy -> Colombo
267721,8,luxury,friends,car,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
345941,8,luxury,solo,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
122668,8,adventure,family,car,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
161357,3,wildlife,friends,bike,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
12327,2,relax,friends,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
79212,6,cultural,friends,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
173890,6,wildlife,family,bus,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
122209,7,wildlife,solo,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
232153,6,luxury,friends,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
203502,8,luxury,solo,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
126814,8,adventure,couple,bus,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
61402,5,nature,solo,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
81557,7,cultural,couple,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
155025,6,nature,friends,bus,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
136731,6,nature,friends,bus,Hill_Country,Colombo -> Haputale -> Ella -> Bandarawela -> Colombo
102377,6,cultural,family,van,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
26308,4,nature,couple,bus,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
49421,4,nature,friends,car,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
324992,5,luxury,friends,car,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
26048,1,relax,friends,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
102879,3,beach,couple,bike,Southern_Beach,Colombo -> Bentota -> Hikkaduwa -> Galle -> Mirissa -> Colombo
116786,3,cultural,solo,bus,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
108662,3,cultural,couple,van,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
85730,6,cultural,couple,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
76765,6,nature,couple,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
72508,6,family,family,bus,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
149176,7,cultural,couple,bike,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
136851,6,cultural,family,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
134480,8,family,family,car,Family_Tour,Colombo -> Kandy -> Nuwara Eliya -> Galle -> Colombo
132812,7,nature,solo,car,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
87141,6,beach,solo,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
152330,5,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
126172,5,cultural,friends,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
367395,10,luxury,couple,van,Luxury_Tour,Colombo -> Sigiriya Resort -> Kandy Resort -> Ella Resort -> Colombo
32384,5,nature,couple,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
153289,3,cultural,family,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
44927,2,relax,couple,van,Weekend_Getaway,Colombo -> Kandy -> Colombo
152921,8,nature,friends,bus,Hill_Country,Colombo -> Kandy -> Nuwara Eliya -> Ella -> Colombo
387852,7,luxury,friends,van,Luxury_Tour,Colombo -> Bentota -> Galle -> Tea Country -> Colombo
128141,6,adventure,couple,van,Adventure_Tour,Colombo -> Kitulgala -> Ella -> Knuckles -> Colombo
97936,4,beach,family,bike,Southern_Beach,Colombo -> Galle -> Hiriketiya -> Mirissa -> Colombo
52529,1,relax,friends,bus,Weekend_Getaway,Colombo -> Ella -> Colombo
175397,4,nature,solo,van,Hill_Country,Colombo -> Kandy -> Ella -> Badulla -> Colombo
143520,7,beach,couple,van,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
42168,2,relax,solo,bus,Weekend_Getaway,Colombo -> Kandy -> Colombo
131945,8,beach,couple,bike,Southern_Beach,Colombo -> Unawatuna -> Mirissa -> Tangalle -> Colombo
111936,8,family,solo,bike,Family_Tour,Colombo -> Sigiriya -> Kandy -> Bentota -> Colombo
162689,6,adventure,solo,bike,Adventure_Tour,Colombo -> Belihuloya -> Horton Plains -> Ella -> Colombo
35235,4,nature,solo,van,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
159930,5,wildlife,family,car,Wildlife_Safari,Colombo -> Wilpattu -> Anuradhapura -> Colombo
67095,5,nature,family,van,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
103298,4,wildlife,friends,van,Wildlife_Safari,Colombo -> Yala -> Udawalawe -> Ella -> Colombo
40885,4,nature,friends,bus,Budget_Backpacker,Colombo -> Kandy -> Ella -> Mirissa -> Colombo
63959,8,cultural,couple,bus,Cultural_Triangle,Colombo -> Dambulla -> Sigiriya -> Polonnaruwa -> Kandy -> Colombo
16067,1,relax,couple,car,Weekend_Getaway,Colombo -> Ella -> Colombo
41920,3,nature,solo,bike,Budget_Backpacker,Colombo -> Ella -> Arugam Bay -> Galle -> Colombo
50303,7,cultural,couple,bus,Cultural_Triangle,Colombo -> Anuradhapura -> Mihintale -> Sigiriya -> Colombo
53342,5,cultural,friends,car,Northern_Heritage,Colombo -> Anuradhapura -> Jaffna -> Delft -> Colombo
93645,8,cultural,solo,van,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
137602,6,cultural,couple,car,Northern_Heritage,Colombo -> Mannar -> Jaffna -> Nagadeepa -> Colombo
30793,1,relax,solo,bike,Weekend_Getaway,Colombo -> Kandy -> Colombo
